# ffraud high-abuse networks. Small/medium ASNs where the IPs we OBSERVED were
# overwhelmingly abusive AND proxy/VPN. This reflects observed traffic, not a legal
# judgment of the operator. Corrections: https://ffraud.com/report . Derived from our own honeypot and community signals.
asn,organization,ips_observed,abuse_rate_pct,proxy_rate_pct,ffraud_risk_score
263702,GRUPO ZGH SPA,567,97.9,75.0,100
25540,ALPHALINK-AS,277,92.8,74.7,100
57353,VITROCONNECT-AS,221,92.8,74.7,100
268786,LINE FIBRA TELECOM LTDA,228,91.2,74.6,100
64200,VIVID-HOSTING LLC,581,98.3,74.2,100
44090,MahanNet-AS,240,94.2,74.2,100
151338,POLONETWORK LIMITED,236,97.9,74.2,100
328987,Lime Emerging Solutions Limited,410,92.7,74.1,100
4750,CS Loxinfo Public Company Limited,348,97.1,74.1,100
133720,Zess Networks Private Limited,1131,96.0,73.9,100
56655,GIGAHOST,646,91.2,73.7,100
63199,CDS Global Cloud Co.  Ltd,1561,92.6,73.7,100
51765,Oy Creanova Hosting Solutions Ltd.,1990,95.0,73.7,100
135834,Multicraft Digital Technologies Private Limited,324,96.6,73.5,100
136873,MEGADATA-ISP,504,93.1,73.2,100
210976,TWC-EU,4652,90.6,73.2,100
216139,IRONHOST,757,92.5,73.2,100
47236,CITYLINK-AS,406,92.6,73.2,100
400304,Redoubt Networks,226,95.6,73.0,100
266853,Comunicaciones Metropolitanas METROCOM  S.A.,372,99.5,72.8,100
263829,HOST PARA TU VIDA S.A.,276,98.2,72.8,100
211190,QUICKNET,423,98.6,72.8,100
208946,assirius2014,570,98.8,72.8,100
5056,Aureon Network Services,551,94.4,72.8,100
50979,R95-LV,400,91.8,72.8,100
6762,TELECOM ITALIA SPARKLE S.p.A.,886,92.4,72.7,100
201411,goknet,626,97.0,72.7,100
211995,a2z,2785,99.1,72.5,100
207830,LIMNET,465,98.9,72.5,100
48031,XServerCloud,1524,95.7,72.3,100
210734,IPHOSTER,249,94.4,72.3,100
20910,BALTKOM-AS,1965,99.8,72.3,100
51847,NEAROUTE,312,98.7,72.1,100
270052,ARANDA CARDOZO LIDER RAMON,390,96.7,72.1,100
18501,CyberCloud Professionals LLC,217,100.0,71.9,100
34702,WAVECOM-AS,334,95.2,71.9,100
59463,NESEBAR-LAN-AS,485,97.1,71.8,100
3308,TELIANET-DENMARK,247,99.6,71.7,100
21859,Zenlayer Inc,14025,91.9,71.5,100
17726,Telecom Cambodia (T.C.),364,95.3,71.4,100
153671,liasail global hongkong limited,6079,95.4,71.4,100
212136,NUBES,341,99.7,71.3,100
215346,Big Data Host LLC,306,98.4,71.2,100
271922,LEIRIA HUGO LEANDRO (GEO FIBER),372,95.7,71.2,100
199785,Cloud Hosting Solutions  Limited.,628,98.9,71.2,100
399646,Snaju Development,551,98.5,71.1,100
134294,R P World Telecom Pvt Ltd,304,90.8,71.1,100
8254,ROUTE95,331,98.2,71.0,100
135354,NAVER BUSINESS PLATFORM ASIA PACIFIC PTE. LTD.,393,99.7,71.0,100
198550,nodehost-as,666,94.0,70.9,100
149440,Evoxt Sdn. Bhd.,2701,98.5,70.8,100
49223,EVEREST-AS,966,96.8,70.8,100
395954,Leaseweb USA  Inc.,5497,91.5,70.8,100
61163,tv,393,98.2,70.7,100
30860,YURTEH-AS,4323,95.4,70.6,100
28098,ABGON COMUNICACIONES,499,99.8,70.5,100
150698,VCORE COMPANY LIMITED,241,95.4,70.5,100
272102,BESSER SOLUTIONS C.A.,592,99.8,70.3,100
205275,ROMARG,215,98.6,70.2,100
394684,GOLD DATA USA INC,1279,95.5,70.2,100
132839,POWER LINE (HK) CO.  LIMITED,8930,95.5,70.1,100
48014,AlbHost SH.P.K.,321,95.3,70.1,100
35830,BTTGROUP-AS,5183,91.0,70.0,100
